Name,Ownership Type,Phone Number,Address,City,County,Zip,Coordinates,State,Image,Regular hours,Saturday Openint TImes,Sunday Opening Times,24-Hour Service,Starbucks Reserve-Clover Brewed,Oven-Warmed Food,Free Wi-Fi,Verismo System,Mobile Payment,Digital Rewards,La Boulange,Fizzio Handcrafted Sodas,Drive-Thru,Link
Venice Crossroads,Company Owned,(310) 558-0407,"8985 Venice Blvd, 900343344  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900343344,"34.027136,-118.392767",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.027136,-118.392767&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13312/us
Ventura & Alcove - Studio City,Company Owned,(818) 753-8886,"12824 Ventura Blvd., 916042367  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,916042367,"34.14468,-118.412371",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.14468,-118.412371&fov=90&heading=235&pitch=10",5:30 AM to 9:30 PM,5:30 AM to 10:00 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12156/us
"Ventura & Allott, Sherman Oaks",Company Owned,818-981-2843,"13535 Ventura Blvd., 914233876  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,914233876,"34.147821,-118.42818",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.147821,-118.42818&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:30 PM,5:30 AM to 10:00 PM,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/11096/us
Ventura & De Soto,Company Owned,818-610-8637,"20903 Ventura Blvd., 91367  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,91367,"34.1668128967285,-118.588470458984",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1668128967285,-118.588470458984&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,4:30 AM to 10:00 PM,5:30 AM to 10:00 PM,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,http://www.starbucks.com/store/1006924/us
Ventura & Noble - Sherman Oaks,Company Owned,(818) 783-3380,"15030 Ventura Blvd., 914035470  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,914035470,"34.152714,-118.460494",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.152714,-118.460494&fov=90&heading=235&pitch=10",4:15 AM to 12:00 AM,4:15 AM to 12:00 AM,4:15 AM to 12:00 AM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9164/us
"Ventura & Shoup, Woodland Hills",Company Owned,8189921730,"22435 Ventura Blvd, 913641544  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913641544,"34.168607,-118.615841",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.168607,-118.615841&fov=90&heading=235&pitch=10",4:30 AM to 8:30 PM,5:30 AM to 8:30 PM,5:30 AM to 8:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/10212/us
"Ventura & Vineland, Studio City",Company Owned,818-762-9121,"10965 Ventura Blvd, 916043341  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,916043341,"34.140206,-118.368408",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.140206,-118.368408&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,4:30 AM to 11:00 PM,4:30 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18502/us
"Ventura & Yolanda, Tarzana",Company Owned,818-881-1639,"18700 Ventura Blvd., 913563303  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913563303,"34.17055,-118.54045",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.17055,-118.54045&fov=90&heading=235&pitch=10",5:30 AM to 10:00 PM,5:30 AM to 10:30 PM,6:00 AM to 10:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/65807/us
Ventura Blvd & Shirley,Company Owned,818-774-9660,"19439 Ventura Blvd, 913563030  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913563030,"34.17288,-118.556496",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.17288,-118.556496&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,5:30 AM to 9:30 PM,5:30 AM to 9:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/6360/us
Verdugo & 2 Freeway,Company Owned,818-790-4681,"1929 Verdugo, 910113002  Los Angeles County, California",La Cañada Flintridge - Los Angeles County,Los Angeles County,910113002,"34.205384,-118.218476",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.205384,-118.218476&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16816/us
"Verdugo & Olive, Burbank",Company Owned,818 5586923,"1520 West Olive Avenue, 91506  Los Angeles County, California",Burbank - Los Angeles County,Los Angeles County,91506,"34.1680030822754,-118.32194519043",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1680030822754,-118.32194519043&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 9:30 PM,5:00 AM to 9:30 PM,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/1005414/us
"Vermont & Prospect, Los Angeles",Company Owned,323-662-7705,"1700 N. Vermont Avenue, 900274306  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900274306,"34.10194,-118.291464",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.10194,-118.291464&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,4:30 AM to 11:30 PM,4:30 AM to 11:30 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/15113/us
Vermont & Wilshire,Company Owned,213-384-3578,"3150 Wilshire Blvd, 90010  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90010,"34.061695098877,-118.291381835938",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.061695098877,-118.291381835938&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/1007346/us
"Via Princessa & Sierra Hwy, Santa C",Company Owned,661-251-0167,"26925 Sierra Highway, 913212283  Los Angeles County, California",Santa Clarita - Los Angeles County,Los Angeles County,913212283,"34.404578,-118.46651",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.404578,-118.46651&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,4:30 AM to 11:30 PM,5:00 AM to 11:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/14076/us
Victory & Canoga - Woodland Hills,Company Owned,(818) 884-9418,"21504 Victory Blvd., 913672423  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913672423,"34.187879,-118.599373",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.187879,-118.599373&fov=90&heading=235&pitch=10",5:00 AM to 10:30 PM,5:30 AM to 10:00 PM,6:00 AM to 9:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14702/us
"Victory & Coldwater, N. Hollywood",Company Owned,818-762-7450,"12848 Victory Blvd., 916063013  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,916063013,"34.186449,-118.413449",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.186449,-118.413449&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:00 AM to 12:00 AM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16915/us
"Victory & Empire, Burbank",Company Owned,818-843-3979,"1711 North Victory Place, 915021646  Los Angeles County, California",Burbank - Los Angeles County,Los Angeles County,915021646,"34.1914939880371,-118.328926086426",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1914939880371,-118.328926086426&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:30 AM to 11:00 PM,5:30 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12448/us
"Vincent & West Covina Pkwy, West Co",Company Owned,626-960-0087,"333 S. Vincent Avenue, 917902922  Los Angeles County, California",West Covina - Los Angeles County,Los Angeles County,917902922,"34.068345,-117.927239",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.068345,-117.927239&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:00 AM to 11:30 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/14221/us
Von's - Long Beach #2280,Licensed,(562) 866-3781,"3900 E OCEAN AVENUE, 908032817  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,908032817,"33.759776,-118.147131",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.759776,-118.147131&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,Yes,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/10783/us
Von's - Long Beach #3076,Licensed,562-498-2111,"1820 Ximeno Ave, 908152849  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,908152849,"33.790551,-118.137446",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.790551,-118.137446&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/18050/us
Von's-West Hollywood #2739,Licensed,(310) 595-1737,"8969 Santa Monica Blvd., 900694934  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900694934,"34.083722,-118.386627",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.083722,-118.386627&fov=90&heading=235&pitch=10",6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,No,No,Yes,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/9991/us
Vons - Arcadia #3208,Licensed,626-446-9483,"745 E Naomi Ave, 91007  Los Angeles County, California",Arcadia - Los Angeles County,Los Angeles County,91007,"34.132925,-118.066385",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.132925,-118.066385&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/15144/us
Vons - Canoga Park #1673,Licensed,(818) 703-5959,"8201 TOPANGA CANYON BLVD, 913043800  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913043800,"34.218145,-118.607022",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.218145,-118.607022&fov=90&heading=235&pitch=10",6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,No,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/10964/us
Vons - Glendale #2254,Licensed,818-246-7161,"311 W LOS FELIZ BLVD, 912042513  Los Angeles County, California",Glendale - Los Angeles County,Los Angeles County,912042513,"34.128838,-118.258095",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.128838,-118.258095&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/17766/us
Vons - La Verne #2832,Licensed,909-513-2572,"1500 FOOTHILL BL., 917503434  Los Angeles County, California",La Verne - Los Angeles County,Los Angeles County,917503434,"34.116526,-117.774863",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.116526,-117.774863&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/10597/us
Vons - Lakewood #1638,Licensed,562-496-4144,"4226 Woodruff Ave, 907133143  Los Angeles County, California",Lakewood - Los Angeles County,Los Angeles County,907133143,"33.835137,-118.115422",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.835137,-118.115422&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,Yes,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/14600/us
Vons - Malibu #2813,Licensed,310-457-2401,"29211 Heather Cliff Rd, 902654145  Los Angeles County, California",Malibu - Los Angeles County,Los Angeles County,902654145,"34.020761,-118.810042",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.020761,-118.810042&fov=90&heading=235&pitch=10",6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,No,Yes,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/10807/us
Vons - Marina Del Rey #2105,Licensed,,"4365 Glencoe Ave, 902926466  Los Angeles County, California",Marina del Rey - Los Angeles County,Los Angeles County,902926466,"33.985192,-118.439397",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.985192,-118.439397&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,Yes,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/6875/us
Vons - Redondo Beach #1623,Licensed,310-349-0860,"4001 Inglewood Ave, 902781121  Los Angeles County, California",Redondo Beach - Los Angeles County,Los Angeles County,902781121,"33.892834,-118.362248",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.892834,-118.362248&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,Yes,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/14478/us
Vons - San Pedro #2283,Licensed,310-832-7063,"1221 GAFFEY ST., 90731  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90731,"33.732889232613,-118.29325723041",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.732889232613,-118.29325723041&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/8637/us
Vons - Santa Monica #2231,Licensed,310-395-1682,"820 Montana Avenue, 904031503  Los Angeles County, California",Santa Monica - Los Angeles County,Los Angeles County,904031503,"34.02775,-118.500081",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.02775,-118.500081&fov=90&heading=235&pitch=10",5:30 AM to 7:00 PM,5:30 AM to 7:00 PM,5:30 AM to 7:00 PM,No,No,No,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/8013/us
Vons - Tujunga #2124,Licensed,818-353-4917,"7789 Foothill Blvd, 910422137  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,910422137,"34.259272,-118.301617",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.259272,-118.301617&fov=90&heading=235&pitch=10",6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/14639/us
Vons - Whittier #2027,Licensed,562-943-0516,"15740 Laforge St, 906032334  Los Angeles County, California",Whittier - Los Angeles County,Los Angeles County,906032334,"33.941095,-117.99423",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.941095,-117.99423&fov=90&heading=235&pitch=10",6:00 AM to 7:30 PM,6:00 AM to 7:30 PM,6:00 AM to 7:30 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/14640/us
Vons- Los Angeles #2655,Licensed,323-254-5716,"7311 N Figueroa St, 900412512  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900412512,"34.13639,-118.189348",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.13639,-118.189348&fov=90&heading=235&pitch=10",5:30 AM to 8:00 PM,5:30 AM to 8:00 PM,5:30 AM to 8:00 PM,No,No,No,Yes,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/17741/us
Vons-Agoura Hills #2001,Licensed,818-991-2857,"5671 Kanan Rd., 913013358  Los Angeles County, California",Agoura Hills - Los Angeles County,Los Angeles County,913013358,"34.153341,-118.758626",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.153341,-118.758626&fov=90&heading=235&pitch=10",6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,No,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/9402/us
Vons-Burbank #2214,Licensed,,,Burbank - Los Angeles County,Los Angeles County,915062806,"34.162446,-118.314526",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.162446,-118.314526&fov=90&heading=235&pitch=10",6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM,No,No,No,Yes,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/14312/us
Vons-Burbank #3083,Licensed,,,Burbank - Los Angeles County,Los Angeles County,915053859,"34.155106,-118.3457",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.155106,-118.3457&fov=90&heading=235&pitch=10",6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/9401/us
Vons-Chatsworth #1671,Licensed,,,Los Angeles - Los Angeles County,Los Angeles County,913113412,"34.257164,-118.578384",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.257164,-118.578384&fov=90&heading=235&pitch=10",6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,No,No,No,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/12747/us
Vons-Claremont #2155,Licensed,909-621-4644,"550 E Baseline Rd, 917112236  Los Angeles County, California",Claremont - Los Angeles County,Los Angeles County,917112236,"34.121464,-117.706665",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.121464,-117.706665&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/15006/us
Vons-Culver City #2212,Licensed,310-398-1945,"11030 Jefferson Blvd, 902305520  Los Angeles County, California",Culver City - Los Angeles County,Los Angeles County,902305520,"33.996832,-118.394214",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.996832,-118.394214&fov=90&heading=235&pitch=10",6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/11275/us
